role,case_id,candidate_count,ndcg_at_5,ndcg_at_10,top1_agreement,top3_overlap,recall_at_5,recall_at_10,top10_jaccard,predicted_top1_teacher_rank,predicted_top1_drive_id,teacher_top1_drive_id
mdt,REQ_001136,148,0.383696663767043,0.5298764688999434,0,0.3333333333333333,0.4,0.5,0.3333333333333333,6,DRV_000082,DRV_000177
mdt,REQ_001140,148,0.11622247303450178,0.13023190156713801,0,0.0,0.0,0.0,0.0,35,DRV_000085,DRV_000082
mdt,REQ_001141,176,0.22508955551790996,0.2226980037734188,0,0.0,0.0,0.2,0.1111111111111111,8,DRV_000085,DRV_000025
mdt,REQ_001144,176,0.11622247303450178,0.09777874570291437,0,0.0,0.0,0.0,0.0,11,DRV_000085,DRV_000102
mdt,REQ_001145,148,0.1556405108462907,0.18383917054748525,0,0.0,0.0,0.1,0.05263157894736842,35,DRV_000085,DRV_000082
mdt,REQ_001147,48,0.2416691942350852,0.4683507709274041,0,0.0,0.6,0.5,0.3333333333333333,23,DRV_000085,DRV_000059
mdt,REQ_001152,148,0.1467204302008375,0.403940312523847,0,0.0,0.0,0.4,0.25,43,DRV_000085,DRV_000177
mdt,REQ_001166,148,0.40247072567096026,0.37192997136140604,0,0.3333333333333333,0.2,0.2,0.1111111111111111,3,DRV_000085,DRV_000030
mdt,REQ_001175,148,0.383696663767043,0.4030297904768567,0,0.3333333333333333,0.4,0.5,0.3333333333333333,10,DRV_000082,DRV_000177
mdt,REQ_001182,148,0.43156672230358056,0.5690243833566341,0,0.0,0.4,0.7,0.5384615384615384,22,DRV_000087,DRV_000179
mdt,REQ_001183,148,0.11622247303450178,0.1610562631545948,0,0.0,0.0,0.1,0.05263157894736842,42,DRV_000086,DRV_000082
mdt,REQ_001187,148,0.5742452697538136,0.5381238416697166,0,0.3333333333333333,0.6,0.5,0.3333333333333333,26,DRV_000085,DRV_000179
ost,REQ_000006,78,0.04574693574950358,0.25325478203541385,0,0.0,0.2,0.3,0.17647058823529413,70,DRV_000029,DRV_000205
ost,REQ_000008,41,0.10674285008217502,0.3702841927717878,0,0.0,0.2,0.5,0.3333333333333333,28,DRV_000092,DRV_000205
ost,REQ_000013,48,0.32050529647127945,0.2696432545433725,0,0.3333333333333333,0.2,0.1,0.05263157894736842,3,DRV_000201,DRV_000203
ost,REQ_000015,120,0.31816946193716966,0.5285187114619313,0,0.0,0.2,0.6,0.42857142857142855,4,DRV_000209,DRV_000092
ost,REQ_000016,75,0.4008072606557858,0.5239739252688737,0,0.0,0.4,0.6,0.42857142857142855,24,DRV_000092,DRV_000205
ost,REQ_000020,53,0.8149795335995379,0.7606539501478229,1,0.3333333333333333,0.6,0.5,0.3333333333333333,1,DRV_000203,DRV_000203
ost,REQ_000031,91,0.6879467774787019,0.6961867754931886,1,0.3333333333333333,0.2,0.6,0.42857142857142855,1,DRV_000092,DRV_000092
ost,REQ_000033,203,0.03941803781178894,0.043624313745694095,0,0.0,0.0,0.0,0.0,54,DRV_000092,DRV_000203
ost,REQ_000034,235,0.0,0.0,0,0.0,0.0,0.0,0.0,109,DRV_000186,DRV_000092
ost,REQ_000040,53,0.8547730127190469,0.8032430018196126,1,0.6666666666666666,0.8,0.6,0.42857142857142855,1,DRV_000203,DRV_000203
ost,REQ_000045,89,0.23463934264312925,0.4242328116301906,0,0.3333333333333333,0.4,0.5,0.3333333333333333,52,DRV_000092,DRV_000203
ost,REQ_000051,112,0.5912705671768341,0.5748194307092839,1,0.3333333333333333,0.2,0.2,0.1111111111111111,1,DRV_000092,DRV_000092
ost,REQ_000054,105,0.0,0.22861870705087634,0,0.0,0.0,0.4,0.25,59,DRV_000092,DRV_000203
ost,REQ_000059,29,0.0,0.3376840391290351,0,0.0,0.0,0.4,0.25,28,DRV_000092,DRV_000203
ost,REQ_000062,73,0.01524897858316786,0.302140867450719,0,0.0,0.0,0.3,0.17647058823529413,58,DRV_000091,DRV_000203
ost,REQ_000064,55,0.5739623938338454,0.5383155010853453,0,0.0,0.6,0.5,0.3333333333333333,5,DRV_000199,DRV_000203
ost,REQ_000074,73,0.3048381603159894,0.3492100719742627,0,0.0,0.2,0.3,0.17647058823529413,57,DRV_000092,DRV_000203
ost,REQ_000076,59,0.36305268785917133,0.35599286822363146,0,0.3333333333333333,0.4,0.4,0.25,4,DRV_000203,DRV_000137
ost,REQ_000081,77,0.22370896642270383,0.5113287813730368,0,0.0,0.2,0.6,0.42857142857142855,14,DRV_000092,DRV_000205
